"","day","co2_flux","Site_temp","Chlorophyll","Sea_Surface_Temp","POC","PIC","PAR","Precipitation","co2_flux_sd","Site_temp_sd","Chlorophyll_sd","Sea_Surface_Temp_sd","POC_sd","PIC_sd","PAR_sd","Precipitation_sd"
"77","2017 15",0.00293722317307692,26.8377700903876,0.55,30.775,120.6,0.000118,46.3743333333333,0.698611111111111,0.341575877085011,1.57052842554229,0.14142135623731,0.388908729652602,25.7386868351903,0.000147078210486802,12.5431817600905,2.73304029152218
"78","2017 16",-0.0303156117833333,27.2502884991882,1.56333333333333,30.3366666666667,206.066666666667,0.000204,46.7056,0.226432291666667,0.302698465917153,1.39312750242337,1.55120383358646,1.52578941316727,90.5110674632298,0.000329089653438087,10.1214523068579,2.10737806992653
"79","2017 17",-0.149526413074074,27.6813434973361,1.86,30.9366666666667,210.466666666667,0.000398666666666667,44.258,0.0355844155844156,0.349547504673124,1.35417383437423,2.23937491278258,1.32670016708122,140.672717089467,0.000666262210644828,11.5248457401101,0.340620196856399
"80","2017 18",-0.0721242553461539,27.3484575405243,NA,29.85,NA,NA,45.6317142857143,0.128441558441558,0.327249425370207,1.41228536373706,NA,NA,NA,NA,16.0474488285447,0.861179642952077
"81","2017 19",-0.0932191000363636,27.2271225817669,NA,32.76,NA,NA,52.4835,0.106552706552707,0.326128285870802,1.44117731265156,NA,NA,NA,NA,3.95197212372085,0.828552832654501
"82","2017 20",-0.0326913496923077,26.9278105194677,NA,NA,NA,NA,49.8011428571429,0.222739018087855,0.480734474513433,1.48669087421226,NA,NA,NA,NA,5.36735501057307,1.31507293739766
"83","2017 21",0.00278443087931035,26.898673899283,0.53,31.22,109.4,1.4e-05,42.5236666666667,0.246352941176471,0.350181198165202,1.66292210992784,NA,NA,NA,NA,8.87756438820168,1.18142247873144
"84","2017 22",0.0233141155584416,27.1669946664314,NA,NA,NA,NA,40.4915,0.198541114058355,0.458252130114323,1.40570575230484,NA,NA,NA,NA,18.415122349386,1.14614490006664
"85","2017 23",0.064819462106383,27.0855043267843,1.06,31.37,195.6,0.00014599,37.27175,0.26579634464752,0.314324428186386,1.41203082975782,NA,NA,NA,NA,18.4471518649512,1.57588746053101
"86","2017 24",0.00871377653191489,26.9437935062963,NA,NA,NA,NA,37.49725,0.223403324584427,0.260464146499334,1.84785155400738,NA,NA,NA,NA,14.0749023214068,1.29911737729914
"87","2017 25",0.020893439462963,27.2107817029348,0.7,31.085,125.4,1.4e-05,44.2233333333333,0.0893700787401575,0.335806611086906,1.68108934918648,NA,0.148492424049176,NA,NA,12.3496002634363,0.511433611524603
"88","2017 26",0.135549573983333,26.8936617717472,NA,32.66,NA,NA,51.6293333333333,0.406396866840731,0.532884073321819,1.45298404892455,NA,1.42835569799683,NA,NA,7.47889977648228,2.55989601580179
"89","2017 27",0.023446888,26.6468671675458,0.9,30.81,184.8,1.4e-05,45.3622857142857,0.237303664921466,0.315227844187155,1.51811777213022,NA,1.40007142674936,NA,NA,11.6834349645739,1.11056241547884
"90","2017 28",-0.136011240451613,27.0119572112451,NA,NA,NA,NA,37.07,0.26710182767624,0.406950864904215,1.58128029026011,NA,NA,NA,NA,7.3340696297031,1.33429441226785
"91","2017 29",5.43895227272734e-05,26.4076033332883,NA,NA,NA,NA,41.2216666666667,0.372115384615385,0.174297936785651,1.88020804660568,NA,NA,NA,NA,16.9301945844301,1.62293391172298
"92","2017 30",-0.0641604657073171,26.8540693125877,0.78,29.8,189.2,1.4e-05,43.1968571428571,0.212779552715655,0.236905325185515,1.67281801110302,NA,NA,NA,NA,19.1338460624846,1.79896594388912
"93","2017 31",-0.00208102329545455,27.2247794,NA,NA,NA,NA,45.973,0.0520833333333333,0.280626297648131,1.00121571983142,NA,NA,NA,NA,2.29526861173153,0.353724701674362
